Week,Gangbuk-gu,Gwangjin-gu,Nowon-gu,Dobong-gu,Dongdaemun-gu,Mapo-gu,Seodaemun-gu,Seongdong-gu,Seongbuk-gu,Yongsan-gu,Eunpyeong-gu,Jongno-gu,Jung-gu,Jungnang-gu,Gangnam-gu,Gangdong-gu,Gangseo-gu,Gwanak-gu,Guro-gu,Geumcheon-gu,Dongjak-gu,Seocho-gu,Songpa-gu,Yangcheon-gu,Yeongdeungpo-gu
10/12,0.00 ,0.08 ,0.01 ,0.02 ,-0.01 ,0.31 ,0.05 ,0.00 ,0.03 ,0.05 ,0.04 ,0.13 ,0.00 ,0.00 ,-0.01 ,-0.08 ,0.05 ,0.00 ,0.00 ,0.00 ,0.01 ,0.04 ,0.12 ,0.00 ,0.00 
10/19,0.00 ,0.25 ,0.04 ,0.20 ,0.05 ,0.01 ,0.05 ,0.01 ,-0.03 ,0.02 ,0.05 ,-0.06 ,0.04 ,0.00 ,0.08 ,-0.07 ,0.00 ,0.01 ,0.03 ,0.03 ,0.00 ,0.15 ,0.00 ,0.06 ,0.00 
10/26,0.03 ,0.24 ,0.01 ,-0.01 ,0.00 ,-0.07 ,-0.02 ,0.00 ,0.05 ,0.08 ,-0.07 ,0.00 ,-0.13 ,0.00 ,-0.12 ,0.00 ,0.00 ,0.00 ,0.01 ,0.28 ,-0.01 ,0.13 ,-0.05 ,0.04 ,0.00 
11/2,0.02 ,0.08 ,0.01 ,-0.02 ,-0.01 ,0.01 ,-0.03 ,0.00 ,0.05 ,0.09 ,-0.13 ,0.00 ,-0.05 ,-0.01 ,-0.03 ,-0.04 ,0.01 ,0.14 ,0.05 ,0.03 ,0.00 ,0.08 ,-0.02 ,-0.02 ,0.13 
11/9,0.00 ,0.00 ,-0.05 ,-0.12 ,-0.04 ,0.02 ,0.00 ,0.00 ,0.00 ,0.07 ,-0.04 ,0.00 ,-0.03 ,0.00 ,-0.10 ,-0.20 ,-0.01 ,0.00 ,-0.01 ,0.07 ,-0.01 ,0.00 ,-0.02 ,0.01 ,0.02 
11/16,0.05 ,0.01 ,-0.03 ,-0.19 ,0.00 ,-0.02 ,0.01 ,0.06 ,-0.06 ,0.02 ,0.00 ,0.00 ,0.00 ,0.00 ,-0.11 ,-0.27 ,-0.01 ,-0.05 ,-0.03 ,0.07 ,-0.05 ,0.01 ,-0.11 ,-0.07 ,0.00 
11/23,0.01 ,0.00 ,-0.01 ,-0.01 ,0.00 ,0.02 ,0.01 ,0.00 ,0.00 ,0.09 ,-0.26 ,0.02 ,0.00 ,0.15 ,-0.02 ,-0.05 ,-0.01 ,-0.01 ,0.00 ,0.06 ,0.00 ,-0.02 ,0.00 ,0.01 ,0.00 
11/30,0.01 ,0.03 ,-0.02 ,-0.01 ,0.00 ,-0.05 ,0.01 ,0.00 ,-0.04 ,0.01 ,0.00 ,0.00 ,0.00 ,0.17 ,-0.11 ,0.01 ,-0.01 ,0.00 ,0.01 ,0.06 ,0.00 ,-0.01 ,-0.02 ,-0.06 ,0.03 
12/7,0.01 ,0.00 ,0.04 ,-0.02 ,0.00 ,-0.16 ,0.00 ,0.00 ,-0.03 ,0.04 ,-0.05 ,0.00 ,0.00 ,0.00 ,0.03 ,-0.01 ,-0.02 ,-0.03 ,0.00 ,0.06 ,0.00 ,-0.04 ,-0.02 ,-0.04 ,0.00 
12/14,-0.01 ,0.00 ,0.01 ,-0.01 ,0.02 ,-0.04 ,0.00 ,0.00 ,-0.03 ,0.04 ,-0.02 ,0.05 ,0.00 ,0.00 ,0.01 ,0.02 ,-0.03 ,-0.10 ,0.01 ,0.00 ,0.00 ,-0.02 ,0.00 ,-0.02 ,0.01 
12/21,0.02 ,0.00 ,0.01 ,-0.01 ,0.00 ,-0.03 ,-0.02 ,0.00 ,0.00 ,0.00 ,0.00 ,0.04 ,-0.03 ,0.00 ,0.00 ,0.13 ,-0.01 ,0.00 ,-0.01 ,-0.04 ,0.00 ,0.00 ,-0.02 ,-0.02 ,0.00 
12/28,0.01 ,0.00 ,-0.12 ,-0.03 ,0.06 ,0.15 ,-0.04 ,0.01 ,0.00 ,0.02 ,0.00 ,0.00 ,-0.03 ,0.00 ,0.00 ,0.25 ,0.00 ,0.10 ,0.00 ,-0.34 ,0.01 ,0.09 ,0.00 ,0.02 ,0.10 
10/1/4,0.00 ,0.00 ,0.00 ,-0.01 ,0.06 ,-0.04 ,0.02 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,-0.03 ,0.00 ,0.06 ,0.14 ,-0.02 ,0.00 ,0.00 ,0.00 ,0.00 ,0.04 ,0.04 ,0.00 ,0.17 
1/11,0.03 ,0.10 ,-0.01 ,-0.02 ,0.01 ,0.03 ,0.01 ,0.00 ,0.03 ,-0.01 ,0.00 ,0.10 ,0.00 ,0.00 ,0.08 ,0.37 ,-0.01 ,0.00 ,0.01 ,0.00 ,0.03 ,0.19 ,0.16 ,0.04 ,0.01 
1/18,0.01 ,0.04 ,-0.03 ,-0.02 ,0.00 ,0.07 ,0.04 ,-0.01 ,0.02 ,0.01 ,-0.05 ,0.00 ,0.00 ,0.00 ,0.06 ,0.14 ,0.02 ,0.00 ,0.00 ,0.03 ,0.00 ,0.11 ,0.08 ,0.06 ,0.00 
1/25,0.00 ,0.08 ,0.01 ,-0.01 ,0.01 ,0.05 ,0.05 ,0.00 ,0.01 ,0.01 ,0.02 ,0.01 ,0.45 ,0.10 ,0.13 ,0.29 ,0.02 ,0.00 ,0.09 ,0.03 ,0.00 ,0.44 ,0.12 ,0.21 ,0.01 
2/1,0.00 ,0.08 ,0.00 ,0.01 ,0.00 ,0.00 ,-0.01 ,0.11 ,0.00 ,0.02 ,0.01 ,0.09 ,0.00 ,0.00 ,0.07 ,0.14 ,0.00 ,0.16 ,0.00 ,0.00 ,0.01 ,0.33 ,0.10 ,0.06 ,0.09 
2/8,0.10 ,0.12 ,0.00 ,0.03 ,0.00 ,0.00 ,0.01 ,0.01 ,0.00 ,0.03 ,0.00 ,0.07 ,0.00 ,0.05 ,0.08 ,0.18 ,0.10 ,0.03 ,0.02 ,0.03 ,0.00 ,0.15 ,0.10 ,0.00 ,0.34 
2/15,0.02 ,0.00 ,0.05 ,0.00 ,0.00 ,0.01 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,-0.03 ,0.05 ,0.00 ,0.00 ,0.04 ,0.01 ,0.03 ,0.02 ,0.14 ,0.08 ,0.00 ,0.04 
2/22,0.11 ,0.02 ,0.01 ,-0.03 ,0.04 ,-0.02 ,0.03 ,0.01 ,0.00 ,0.05 ,-0.29 ,0.09 ,0.00 ,0.00 ,0.04 ,0.03 ,-0.04 ,0.03 ,0.00 ,0.03 ,0.02 ,0.10 ,0.10 ,0.01 ,0.05 
3/1,0.09 ,0.03 ,-0.05 ,0.00 ,0.00 ,0.04 ,-0.03 ,0.00 ,-0.10 ,0.05 ,-0.01 ,-0.04 ,0.00 ,0.00 ,0.04 ,0.01 ,0.04 ,-0.02 ,-0.04 ,-0.01 ,0.07 ,0.06 ,-0.02 ,0.00 ,-0.13 
3/8,0.00 ,0.05 ,0.00 ,-0.01 ,0.00 ,0.09 ,0.05 ,0.05 ,-0.08 ,0.04 ,0.00 ,0.00 ,0.00 ,-0.01 ,-0.01 ,0.04 ,-0.04 ,-0.11 ,0.00 ,0.10 ,0.02 ,-0.01 ,0.02 ,0.00 ,-0.04 
3/15,0.00 ,0.05 ,-0.13 ,0.00 ,0.09 ,0.00 ,-0.05 ,0.03 ,-0.02 ,0.00 ,-0.05 ,0.00 ,0.18 ,0.00 ,-0.01 ,-0.07 ,-0.38 ,0.00 ,0.02 ,0.10 ,0.04 ,0.00 ,0.03 ,0.00 ,-0.02 
3/22,-0.14 ,0.02 ,-0.11 ,-0.07 ,0.00 ,-0.03 ,-0.02 ,0.00 ,-0.13 ,0.01 ,0.03 ,0.00 ,0.00 ,0.00 ,0.12 ,-0.08 ,-0.04 ,-0.01 ,0.01 ,0.09 ,0.07 ,0.00 ,-0.01 ,-0.09 ,-0.03 
3/29,-0.08 ,0.00 ,-0.25 ,-0.02 ,0.04 ,0.00 ,0.03 ,0.00 ,0.01 ,0.04 ,-0.02 ,0.00 ,0.00 ,0.00 ,-0.02 ,0.04 ,-0.02 ,0.00 ,0.00 ,0.10 ,0.00 ,-0.01 ,-0.03 ,-0.03 ,0.00 
4/5,0.00 ,-0.02 ,-0.12 ,-0.01 ,0.02 ,-0.05 ,0.02 ,0.00 ,0.00 ,0.02 ,-0.08 ,-0.05 ,0.00 ,0.00 ,-0.08 ,0.00 ,-0.07 ,-0.20 ,0.01 ,0.07 ,0.00 ,0.00 ,-0.02 ,-0.09 ,0.01 
4/12,-0.12 ,0.00 ,-0.22 ,-0.05 ,0.00 ,-0.01 ,0.00 ,-0.06 ,-0.06 ,-0.09 ,-0.03 ,-0.03 ,-0.03 ,-0.02 ,-0.06 ,-0.32 ,-0.04 ,0.00 ,0.00 ,-0.02 ,0.00 ,-0.09 ,-0.05 ,-0.02 ,-0.01 
4/19,-0.26 ,-0.01 ,-0.27 ,-0.04 ,-0.03 ,-0.07 ,0.00 ,0.00 ,-0.05 ,0.01 ,-0.09 ,-0.01 ,-0.07 ,-0.04 ,-0.13 ,-0.28 ,-0.11 ,0.00 ,-0.06 ,0.00 ,-0.02 ,-0.02 ,-0.07 ,-0.02 ,0.01 
4/26,-0.18 ,0.00 ,-0.07 ,-0.20 ,0.03 ,-0.12 ,-0.01 ,-0.05 ,-0.14 ,0.02 ,0.00 ,-0.02 ,-0.10 ,-0.01 ,-0.17 ,-0.22 ,-0.01 ,-0.21 ,-0.03 ,-0.11 ,-0.04 ,-0.09 ,-0.16 ,-0.10 ,0.02 
5/3,-0.04 ,-0.01 ,-0.15 ,-0.03 ,0.00 ,-0.07 ,0.01 ,-0.05 ,0.00 ,-0.11 ,0.03 ,-0.06 ,-0.02 ,0.00 ,-0.09 ,-0.30 ,-0.12 ,-0.12 ,0.03 ,0.00 ,0.00 ,-0.06 ,-0.12 ,-0.13 ,-0.12 
5/10,-0.03 ,-0.01 ,-0.05 ,-0.12 ,-0.02 ,0.01 ,-0.03 ,0.00 ,-0.31 ,0.00 ,-0.07 ,0.00 ,-0.01 ,0.00 ,-0.29 ,-0.08 ,-0.26 ,0.00 ,0.04 ,-0.11 ,-0.02 ,-0.19 ,-0.10 ,-0.16 ,0.01 
5/17,-0.23 ,-0.05 ,-0.25 ,-0.20 ,0.00 ,-0.10 ,-0.02 ,-0.22 ,-0.31 ,0.00 ,0.03 ,0.01 ,-0.03 ,-0.02 ,-0.19 ,-0.04 ,-0.07 ,-0.14 ,-0.01 ,-0.02 ,0.04 ,-0.07 ,-0.15 ,-0.09 ,-0.02 
5/24,-0.02 ,-0.04 ,-0.19 ,-0.42 ,0.00 ,0.00 ,-0.03 ,0.00 ,-0.31 ,-0.03 ,-0.13 ,0.01 ,-0.11 ,-0.03 ,-0.11 ,-0.11 ,-0.14 ,-0.13 ,-0.09 ,-0.05 ,-0.16 ,-0.09 ,-0.10 ,-0.11 ,-0.07 
5/31,-0.07 ,-0.01 ,-0.15 ,-0.36 ,0.00 ,0.05 ,-0.03 ,-0.17 ,-0.10 ,-0.04 ,-0.04 ,0.00 ,-0.06 ,-0.03 ,-0.03 ,-0.01 ,-0.11 ,-0.12 ,-0.06 ,-0.10 ,-0.10 ,-0.15 ,-0.12 ,-0.08 ,-0.08 
6/7,-0.20 ,-0.04 ,-0.12 ,-0.34 ,0.00 ,0.04 ,-0.06 ,0.00 ,0.00 ,-0.03 ,-0.14 ,0.00 ,-0.06 ,0.00 ,-0.16 ,-0.09 ,-0.05 ,-0.03 ,-0.04 ,-0.05 ,0.00 ,-0.13 ,-0.19 ,-0.06 ,-0.27 
6/14,-0.03 ,-0.03 ,-0.20 ,-0.18 ,-0.34 ,0.00 ,-0.06 ,0.00 ,0.00 ,-0.34 ,-0.67 ,0.00 ,-0.01 ,-0.01 ,-0.09 ,-0.19 ,-0.12 ,0.00 ,-0.02 ,-0.17 ,0.00 ,-0.09 ,-0.14 ,-0.19 ,-0.48 
6/21,-0.09 ,-0.05 ,-0.04 ,-0.29 ,-0.04 ,-0.54 ,0.00 ,-0.04 ,-0.04 ,-0.08 ,-0.33 ,-0.01 ,-0.06 ,0.02 ,-0.05 ,-0.08 ,-0.36 ,-0.05 ,-0.14 ,-0.48 ,0.00 ,-0.04 ,-0.13 ,-0.38 ,-0.04 
6/28,-0.42 ,0.00 ,-0.29 ,-0.06 ,-0.05 ,-0.32 ,-0.05 ,-0.07 ,-0.06 ,-0.21 ,-0.19 ,-0.06 ,-0.03 ,0.04 ,-0.14 ,-0.12 ,-0.15 ,-0.22 ,-0.29 ,0.00 ,0.00 ,-0.07 ,0.00 ,-0.33 ,-0.25 
7/5,-0.04 ,-0.08 ,-0.02 ,-0.06 ,-0.16 ,-0.05 ,-0.06 ,-0.02 ,-0.03 ,-0.06 ,-0.40 ,-0.04 ,0.07 ,-0.04 ,0.00 ,-0.14 ,-0.07 ,0.00 ,-0.18 ,-0.04 ,-0.03 ,-0.04 ,-0.08 ,-0.20 ,-0.47 
7/12,-0.01 ,-0.03 ,-0.22 ,-0.59 ,-0.01 ,-0.22 ,-0.04 ,-0.09 ,-0.25 ,-0.09 ,-0.14 ,-0.09 ,-0.28 ,-0.01 ,-0.06 ,-0.08 ,-0.29 ,-0.04 ,-0.05 ,-0.01 ,-0.02 ,-0.03 ,-0.11 ,-0.31 ,-0.22 
7/19,0.00 ,-0.08 ,-0.15 ,-0.56 ,-0.03 ,-0.03 ,-0.23 ,0.00 ,-0.11 ,-0.35 ,-0.25 ,0.00 ,-0.08 ,-0.02 ,-0.14 ,-0.14 ,-0.17 ,0.00 ,-0.08 ,-0.29 ,-0.06 ,-0.10 ,-0.21 ,-0.18 ,-0.18 
7/26,0.00 ,-0.04 ,-0.12 ,-0.22 ,0.00 ,-0.14 ,-0.05 ,-0.03 ,-0.12 ,-0.07 ,-0.04 ,-0.02 ,-0.03 ,-0.07 ,-0.05 ,-0.16 ,-0.07 ,-0.04 ,-0.12 ,-0.13 ,0.00 ,0.02 ,-0.15 ,-0.11 ,0.02 
8/2,0.00 ,0.00 ,-0.02 ,0.00 ,-0.02 ,0.09 ,-0.26 ,0.00 ,-0.04 ,-0.04 ,-0.11 ,-0.32 ,-0.11 ,-0.02 ,-0.24 ,-0.01 ,0.00 ,-0.09 ,0.00 ,-0.08 ,-0.02 ,-0.03 ,-0.02 ,-0.11 ,-0.14 
8/9,0.00 ,0.00 ,-0.06 ,-0.28 ,-0.06 ,0.00 ,-0.02 ,-0.01 ,-0.11 ,-0.06 ,-0.20 ,0.00 ,-0.04 ,-0.07 ,-0.08 ,-0.22 ,-0.09 ,-0.11 ,-0.02 ,0.00 ,0.00 ,-0.01 ,-0.12 ,-0.50 ,-0.11 
8/16,0.00 ,-0.08 ,-0.13 ,-0.13 ,0.00 ,-0.05 ,-0.01 ,0.00 ,-0.08 ,-0.08 ,0.00 ,-0.08 ,0.00 ,0.00 ,-0.09 ,-0.04 ,-0.09 ,0.00 ,0.00 ,-0.02 ,0.00 ,0.01 ,-0.20 ,-0.08 ,-0.04 
8/23,0.00 ,0.01 ,-0.49 ,-0.29 ,0.00 ,-0.03 ,0.00 ,0.00 ,0.00 ,-0.14 ,-0.46 ,0.10 ,-0.06 ,-0.08 ,-0.08 ,-0.10 ,-0.14 ,-0.02 ,-0.11 ,-0.18 ,-0.02 ,-0.05 ,-0.10 ,-0.05 ,-0.18 
8/30,0.00 ,-0.04 ,-0.02 ,-0.02 ,-0.04 ,-0.15 ,-0.02 ,0.00 ,-0.04 ,-0.02 ,-0.05 ,0.03 ,0.00 ,0.00 ,-0.01 ,-0.03 ,-0.08 ,0.00 ,-0.06 ,0.00 ,-0.05 ,-0.02 ,-0.15 ,0.02 ,-0.06 
9/6,0.00 ,-0.01 ,-0.06 ,-0.02 ,-0.01 ,-0.06 ,0.05 ,-0.01 ,-0.06 ,-0.14 ,-0.13 ,-0.02 ,-0.06 ,0.04 ,-0.03 ,0.00 ,-0.10 ,-0.06 ,-0.02 ,-0.15 ,-0.03 ,-0.03 ,-0.05 ,-0.01 ,0.01 
9/13,0.00 ,0.00 ,-0.14 ,-0.02 ,0.00 ,0.00 ,-0.05 ,0.00 ,-0.02 ,-0.03 ,-0.12 ,-0.06 ,-0.02 ,0.03 ,-0.02 ,-0.01 ,-0.06 ,0.00 ,-0.01 ,0.00 ,-0.05 ,-0.02 ,-0.15 ,-0.04 ,0.00 
9/27,0.00 ,-0.04 ,-0.11 ,-0.02 ,0.00 ,0.01 ,0.00 ,0.00 ,-0.10 ,-0.12 ,-0.01 ,-0.06 ,0.00 ,-0.02 ,0.02 ,-0.01 ,-0.17 ,-0.02 ,-0.13 ,0.00 ,-0.07 ,0.00 ,-0.10 ,-0.04 ,-0.07 
10/4,-0.50 ,-0.12 ,-0.15 ,-0.19 ,-0.03 ,-0.02 ,0.00 ,-0.06 ,-0.01 ,0.00 ,-0.17 ,0.06 ,0.05 ,0.00 ,-0.05 ,-0.11 ,-0.16 ,0.00 ,-0.04 ,-0.16 ,-0.03 ,-0.04 ,-0.09 ,-0.06 ,-0.06 
10/11,0.00 ,0.00 ,-0.12 ,-0.04 ,0.00 ,-0.07 ,-0.08 ,-0.20 ,0.00 ,-0.09 ,-0.07 ,0.00 ,0.00 ,0.00 ,-0.05 ,-0.04 ,-0.04 ,0.00 ,-0.06 ,0.00 ,0.00 ,-0.04 ,-0.01 ,-0.02 ,-0.03 
10/18,0.00 ,-0.07 ,0.02 ,-0.07 ,-0.04 ,0.05 ,-0.02 ,-0.08 ,0.01 ,-0.09 ,-0.16 ,0.05 ,0.00 ,0.00 ,0.02 ,0.14 ,-0.04 ,-0.02 ,-0.15 ,-0.39 ,-0.01 ,-0.03 ,-0.04 ,-0.04 ,0.03 
10/25,-0.13 ,-0.27 ,-0.03 ,-0.09 ,-0.12 ,0.04 ,-0.05 ,-0.02 ,-0.02 ,-0.12 ,-0.05 ,-0.04 ,0.00 ,0.01 ,-0.07 ,0.06 ,0.04 ,-0.04 ,-0.09 ,-0.35 ,-0.14 ,0.04 ,-0.04 ,-0.02 ,-0.03 
11/1,-0.27 ,0.00 ,0.01 ,0.00 ,0.00 ,0.00 ,-0.10 ,-0.13 ,-0.01 ,-0.11 ,-0.05 ,0.00 ,0.00 ,-0.04 ,-0.06 ,-0.05 ,0.00 ,0.00 ,-0.06 ,0.00 ,-0.10 ,-0.12 ,-0.02 ,-0.01 ,0.01 
11/8,-0.03 ,-0.10 ,0.00 ,0.01 ,0.00 ,-0.01 ,-0.03 ,-0.01 ,0.00 ,-0.16 ,0.07 ,0.00 ,0.00 ,0.05 ,-0.02 ,0.14 ,-0.02 ,-0.03 ,-0.06 ,-0.09 ,-0.15 ,-0.01 ,0.00 ,-0.03 ,-0.08 
11/15,-0.03 ,-0.02 ,-0.06 ,0.03 ,0.08 ,-0.01 ,0.00 ,-0.01 ,0.00 ,-0.08 ,0.07 ,-0.03 ,0.02 ,0.08 ,-0.03 ,0.18 ,-0.01 ,0.00 ,0.01 ,0.00 ,0.02 ,0.14 ,0.09 ,0.03 ,-0.04 
11/22,0.00 ,0.03 ,-0.06 ,-0.30 ,0.04 ,0.01 ,0.00 ,0.00 ,0.01 ,-0.01 ,0.04 ,-0.01 ,0.02 ,0.00 ,0.13 ,0.10 ,-0.02 ,0.00 ,-0.01 ,-0.12 ,0.03 ,0.06 ,0.10 ,0.14 ,-0.01 
11/29,-0.03 ,0.03 ,0.01 ,-0.04 ,0.01 ,0.03 ,0.00 ,-0.01 ,0.05 ,0.01 ,0.00 ,0.01 ,0.05 ,0.03 ,0.00 ,0.04 ,0.01 ,-0.15 ,-0.04 ,-0.30 ,-0.05 ,0.02 ,0.10 ,-0.01 ,0.02 
12/6,-0.04 ,0.00 ,-0.03 ,0.00 ,0.04 ,0.02 ,0.05 ,0.00 ,-0.03 ,0.05 ,-0.03 ,0.00 ,0.08 ,0.03 ,0.11 ,0.10 ,-0.02 ,0.00 ,0.00 ,-0.30 ,0.03 ,0.09 ,0.07 ,0.01 ,0.00 
12/13,-0.03 ,0.00 ,0.01 ,0.05 ,0.00 ,0.07 ,0.00 ,0.02 ,0.00 ,0.07 ,0.00 ,-0.03 ,0.09 ,0.03 ,0.06 ,0.17 ,0.02 ,-0.01 ,0.02 ,-0.17 ,0.02 ,0.17 ,0.07 ,0.05 ,0.00 
12/20,-0.01 ,0.06 ,-0.03 ,0.02 ,-0.04 ,0.08 ,0.00 ,0.00 ,0.00 ,0.04 ,0.00 ,0.00 ,0.03 ,0.06 ,0.20 ,0.14 ,-0.02 ,0.07 ,0.02 ,0.03 ,-0.06 ,0.14 ,0.12 ,0.05 ,-0.01 
12/27,0.00 ,0.06 ,0.03 ,-0.04 ,0.00 ,0.01 ,0.00 ,0.00 ,0.00 ,-0.02 ,0.03 ,0.00 ,0.02 ,0.01 ,0.04 ,0.06 ,0.00 ,0.00 ,0.04 ,0.03 ,0.00 ,0.10 ,0.04 ,0.05 ,-0.01 
11/1/3,0.00 ,0.14 ,0.00 ,0.02 ,0.00 ,0.02 ,0.08 ,0.12 ,0.05 ,0.07 ,0.00 ,0.00 ,-0.09 ,0.04 ,0.08 ,0.03 ,0.00 ,-0.03 ,0.01 ,0.00 ,0.03 ,0.15 ,0.15 ,0.11 ,0.02 
1/10,0.00 ,0.08 ,0.02 ,0.00 ,0.00 ,0.03 ,0.01 ,0.01 ,0.01 ,0.01 ,0.00 ,0.00 ,0.05 ,-0.02 ,0.06 ,0.01 ,0.01 ,0.00 ,0.03 ,0.17 ,0.16 ,0.09 ,0.08 ,0.11 ,0.01 
1/17,0.00 ,0.26 ,0.00 ,0.02 ,-0.03 ,0.17 ,0.03 ,0.00 ,0.04 ,0.02 ,0.00 ,0.00 ,0.00 ,0.15 ,0.16 ,0.07 ,0.01 ,0.17 ,0.08 ,0.00 ,0.04 ,0.17 ,0.14 ,0.08 ,0.02 
1/24,0.04 ,0.05 ,0.00 ,0.07 ,0.00 ,0.08 ,0.02 ,0.00 ,0.03 ,0.05 ,0.00 ,0.00 ,0.18 ,0.00 ,0.07 ,0.21 ,0.00 ,0.05 ,0.05 ,0.03 ,0.02 ,0.33 ,0.14 ,0.13 ,0.01 
2/7,0.00 ,0.08 ,0.08 ,0.00 ,0.11 ,0.14 ,0.06 ,0.10 ,0.16 ,0.04 ,0.00 ,0.00 ,0.01 ,0.05 ,0.12 ,0.12 ,-0.04 ,0.00 ,0.05 ,0.00 ,0.14 ,0.23 ,0.03 ,0.05 ,0.08 
2/14,0.00 ,0.04 ,0.07 ,0.13 ,0.00 ,0.16 ,-0.04 ,0.02 ,0.08 ,0.04 ,0.11 ,0.09 ,0.05 ,0.01 ,0.23 ,0.06 ,-0.02 ,0.07 ,0.05 ,0.00 ,0.08 ,0.20 ,0.10 ,0.09 ,0.19 
2/21,-0.04 ,0.00 ,0.01 ,0.02 ,0.16 ,0.05 ,0.08 ,0.06 ,0.16 ,0.03 ,0.00 ,0.01 ,0.12 ,0.00 ,0.10 ,0.02 ,0.00 ,0.06 ,0.03 ,0.02 ,0.06 ,0.10 ,0.05 ,0.09 ,0.07 
2/28,0.05 ,0.03 ,0.06 ,0.02 ,0.06 ,0.02 ,0.13 ,0.03 ,0.00 ,0.06 ,0.00 ,0.05 ,0.06 ,0.14 ,0.03 ,0.07 ,0.00 ,0.02 ,0.10 ,0.00 ,0.00 ,0.02 ,0.07 ,0.01 ,0.06 
3/7,-0.03 ,0.03 ,0.01 ,0.00 ,0.01 ,0.02 ,0.05 ,0.00 ,0.04 ,0.11 ,0.00 ,0.17 ,0.03 ,0.01 ,0.02 ,0.18 ,0.00 ,0.04 ,0.07 ,-0.01 ,0.00 ,0.03 ,0.03 ,0.02 ,0.07 
3/14,-0.04 ,0.00 ,0.01 ,0.02 ,0.06 ,0.01 ,0.00 ,0.00 ,-0.01 ,0.06 ,0.07 ,0.32 ,0.00 ,0.00 ,-0.02 ,0.12 ,0.00 ,0.02 ,0.09 ,0.00 ,0.02 ,0.01 ,0.01 ,0.02 ,0.00 
3/21,0.00 ,0.00 ,0.01 ,0.04 ,-0.06 ,-0.06 ,0.04 ,0.02 ,0.00 ,0.01 ,-0.01 ,0.02 ,0.00 ,0.23 ,-0.04 ,-0.02 ,0.00 ,0.12 ,-0.02 ,0.00 ,0.01 ,0.00 ,-0.03 ,0.00 ,0.01 
3/28,0.00 ,0.00 ,-0.02 ,0.01 ,0.00 ,-0.02 ,0.00 ,0.01 ,0.00 ,0.00 ,-0.01 ,-0.04 ,-0.02 ,0.15 ,0.05 ,-0.01 ,0.00 ,0.00 ,-0.01 ,0.00 ,0.00 ,0.00 ,-0.03 ,0.00 ,-0.05 
4/4,0.00 ,0.00 ,-0.02 ,0.00 ,0.00 ,0.00 ,0.00 ,0.01 ,0.01 ,0.00 ,0.00 ,0.05 ,0.00 ,0.00 ,0.01 ,-0.06 ,0.00 ,0.05 ,-0.04 ,-0.07 ,-0.04 ,0.07 ,-0.03 ,0.02 ,-0.05 
4/11,0.00 ,0.00 ,-0.01 ,0.00 ,0.00 ,0.02 ,0.00 ,0.02 ,0.07 ,-0.04 ,0.00 ,0.02 ,0.00 ,0.19 ,-0.02 ,0.03 ,-0.02 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,-0.03 ,0.01 ,0.01 
