Week,Gangbuk-gu,Gwangjin-gu,Nowon-gu,Dobong-gu,Dongdaemun-gu,Mapo-gu,Seodaemun-gu,Seongdong-gu,Seongbuk-gu,Yongsan-gu,Eunpyeong-gu,Jongno-gu,Jung-gu,Jungnang-gu,Gangnam-gu,Gangdong-gu,Gangseo-gu,Gwanak-gu,Guro-gu,Geumcheon-gu,Dongjak-gu,Seocho-gu,Songpa-gu,Yangcheon-gu,Yeongdeungpo-gu
7/24,0.22 ,0.32 ,0.36 ,0.31 ,0.17 ,0.25 ,0.20 ,0.30 ,0.20 ,0.30 ,0.12 ,0.13 ,0.22 ,0.21 ,0.28 ,0.30 ,0.35 ,0.30 ,0.22 ,0.12 ,0.36 ,0.36 ,0.36 ,0.34 ,0.37 
7/31,0.11 ,0.47 ,0.49 ,0.49 ,0.43 ,0.57 ,0.26 ,0.20 ,0.24 ,0.40 ,0.04 ,0.15 ,0.07 ,0.24 ,0.36 ,0.54 ,0.28 ,0.67 ,0.15 ,0.30 ,0.50 ,0.53 ,0.45 ,0.17 ,0.34 
8/7,0.18 ,0.13 ,0.03 ,0.18 ,0.09 ,0.15 ,0.01 ,0.08 ,0.04 ,0.12 ,0.04 ,0.09 ,0.13 ,0.02 ,0.06 ,0.08 ,0.11 ,0.01 ,0.17 ,0.07 ,0.07 ,0.00 ,0.05 ,0.09 ,0.11 
8/14,0.15 ,0.13 ,-0.01 ,0.05 ,0.09 ,0.16 ,0.00 ,0.00 ,0.03 ,0.10 ,0.06 ,0.00 ,0.09 ,0.06 ,-0.01 ,0.02 ,0.09 ,0.09 ,0.06 ,0.10 ,0.05 ,-0.01 ,0.01 ,0.07 ,0.09 
8/21,0.11 ,0.14 ,-0.01 ,0.02 ,0.10 ,0.16 ,0.10 ,0.06 ,0.05 ,0.12 ,0.08 ,0.02 ,0.07 ,0.07 ,-0.02 ,0.05 ,0.07 ,0.04 ,0.11 ,0.00 ,0.06 ,-0.01 ,-0.04 ,0.07 ,0.03 
8/28,0.16 ,0.08 ,-0.01 ,0.03 ,0.08 ,0.05 ,0.08 ,0.08 ,0.06 ,0.10 ,0.02 ,0.08 ,0.04 ,0.10 ,0.00 ,0.05 ,0.04 ,0.01 ,0.03 ,0.12 ,0.05 ,-0.01 ,-0.04 ,0.03 ,0.07 
9/4,0.02 ,0.12 ,-0.02 ,0.03 ,0.02 ,0.10 ,0.01 ,0.06 ,0.04 ,0.09 ,0.00 ,0.10 ,0.07 ,0.05 ,-0.02 ,0.05 ,0.05 ,0.03 ,0.12 ,0.13 ,0.06 ,0.00 ,-0.03 ,0.01 ,0.00 
9/11,0.05 ,0.17 ,-0.03 ,0.01 ,0.14 ,0.12 ,0.03 ,0.08 ,0.01 ,0.10 ,0.08 ,0.12 ,0.03 ,0.07 ,0.00 ,0.03 ,0.05 ,0.09 ,0.04 ,0.04 ,0.06 ,0.00 ,0.04 ,0.07 ,0.07 
9/18,0.13 ,0.19 ,-0.01 ,0.10 ,0.12 ,0.13 ,0.15 ,0.11 ,0.08 ,0.02 ,0.03 ,0.16 ,0.08 ,0.18 ,0.08 ,0.14 ,0.03 ,0.05 ,0.11 ,0.15 ,0.12 ,0.04 ,0.11 ,0.00 ,0.07 
9/25,0.04 ,0.18 ,0.05 ,0.17 ,0.05 ,0.09 ,0.19 ,0.14 ,0.10 ,0.10 ,0.06 ,0.22 ,0.17 ,0.20 ,0.11 ,0.15 ,0.05 ,0.17 ,0.11 ,0.08 ,0.10 ,0.05 ,0.16 ,0.13 ,0.15 
10/9,0.03 ,0.26 ,0.07 ,0.02 ,0.04 ,0.07 ,0.05 ,0.23 ,0.15 ,0.04 ,0.02 ,0.00 ,0.21 ,0.06 ,0.15 ,0.16 ,0.00 ,0.03 ,0.10 ,0.23 ,0.06 ,0.14 ,0.21 ,0.01 ,0.20 
10/16,0.05 ,0.20 ,0.08 ,0.03 ,0.15 ,0.16 ,0.13 ,0.25 ,0.10 ,0.22 ,0.00 ,0.12 ,0.23 ,0.10 ,0.19 ,0.17 ,0.10 ,0.08 ,0.08 ,0.19 ,0.18 ,0.14 ,0.34 ,0.11 ,0.24 
10/23,0.17 ,0.38 ,0.03 ,0.03 ,0.16 ,0.20 ,0.25 ,0.26 ,0.09 ,0.20 ,0.01 ,0.00 ,0.07 ,0.04 ,0.31 ,0.21 ,0.09 ,0.10 ,0.09 ,0.01 ,0.06 ,0.07 ,0.36 ,0.10 ,0.21 
10/30,0.12 ,0.35 ,0.09 ,0.04 ,0.18 ,0.16 ,0.10 ,0.26 ,0.09 ,0.10 ,0.10 ,0.14 ,0.06 ,0.14 ,0.18 ,0.25 ,0.09 ,0.05 ,0.07 ,0.24 ,0.04 ,0.15 ,0.29 ,0.08 ,0.15 
11/6,0.11 ,0.30 ,0.04 ,0.27 ,0.03 ,0.28 ,0.17 ,0.37 ,0.18 ,0.05 ,0.29 ,0.07 ,0.22 ,0.11 ,0.18 ,0.30 ,0.08 ,0.12 ,0.02 ,0.01 ,0.07 ,0.10 ,0.30 ,0.30 ,0.12 
11/13,0.03 ,0.36 ,0.06 ,0.07 ,0.02 ,0.25 ,0.24 ,0.23 ,0.10 ,0.17 ,0.03 ,0.06 ,0.10 ,0.03 ,0.39 ,0.06 ,0.08 ,0.05 ,0.01 ,0.18 ,0.15 ,0.16 ,0.25 ,0.32 ,0.26 
11/20,0.11 ,0.27 ,0.05 ,0.06 ,0.03 ,0.27 ,0.12 ,0.20 ,0.10 ,0.11 ,0.04 ,0.18 ,0.14 ,0.05 ,0.26 ,0.13 ,0.09 ,0.09 ,0.01 ,0.29 ,0.04 ,0.19 ,0.23 ,0.42 ,0.32 
11/27,0.10 ,0.31 ,0.07 ,0.03 ,0.10 ,0.15 ,0.20 ,0.27 ,0.05 ,0.12 ,0.01 ,0.02 ,0.10 ,0.01 ,0.29 ,0.23 ,0.06 ,0.02 ,0.07 ,0.35 ,0.16 ,0.18 ,0.35 ,0.19 ,0.27 
12/4,0.03 ,0.29 ,0.04 ,0.23 ,0.06 ,0.12 ,0.09 ,0.36 ,0.16 ,0.13 ,0.00 ,0.06 ,0.00 ,0.09 ,0.36 ,0.11 ,0.05 ,0.05 ,0.03 ,0.21 ,0.15 ,0.32 ,0.38 ,0.31 ,0.14 
12/11,0.01 ,0.12 ,0.03 ,0.08 ,0.14 ,0.35 ,0.17 ,0.42 ,0.04 ,0.16 ,0.00 ,0.21 ,0.05 ,0.10 ,0.32 ,0.16 ,0.01 ,0.06 ,0.06 ,0.24 ,0.23 ,0.12 ,0.34 ,0.34 ,0.18 
12/18,0.04 ,0.28 ,0.02 ,0.06 ,0.01 ,0.20 ,0.06 ,0.29 ,0.05 ,0.11 ,0.01 ,0.25 ,0.08 ,0.11 ,0.38 ,0.30 ,0.06 ,0.03 ,0.06 ,0.06 ,0.06 ,0.16 ,0.47 ,0.39 ,0.14 
12/25,0.05 ,0.23 ,0.06 ,0.06 ,0.16 ,0.24 ,0.02 ,0.32 ,0.07 ,0.11 ,0.00 ,0.00 ,0.03 ,0.12 ,0.37 ,0.26 ,0.06 ,0.05 ,0.05 ,0.29 ,0.26 ,0.17 ,0.39 ,0.36 ,0.21 
18/1/1,0.00 ,0.13 ,0.02 ,0.03 ,0.00 ,0.24 ,0.03 ,0.40 ,0.29 ,0.15 ,0.00 ,0.17 ,0.00 ,0.12 ,0.35 ,0.33 ,0.14 ,0.00 ,0.01 ,0.03 ,0.20 ,0.23 ,0.48 ,0.30 ,0.11 
1/8,0.06 ,0.37 ,0.04 ,0.25 ,0.15 ,0.36 ,0.13 ,0.55 ,0.17 ,0.29 ,0.15 ,0.24 ,0.18 ,0.09 ,0.81 ,0.39 ,0.06 ,0.24 ,0.15 ,0.00 ,0.29 ,0.15 ,0.56 ,0.43 ,0.19 
1/15,0.00 ,0.55 ,0.02 ,0.07 ,0.42 ,0.26 ,0.03 ,0.50 ,0.12 ,0.49 ,0.00 ,0.00 ,0.12 ,0.05 ,0.53 ,0.57 ,0.23 ,0.11 ,0.18 ,0.00 ,0.31 ,0.32 ,0.75 ,0.39 ,0.30 
1/22,0.20 ,0.57 ,0.24 ,0.16 ,0.24 ,0.40 ,0.25 ,0.62 ,0.10 ,0.63 ,0.06 ,0.13 ,0.32 ,0.10 ,0.67 ,0.29 ,0.14 ,0.22 ,0.09 ,0.17 ,0.20 ,0.34 ,0.80 ,0.65 ,0.56 
1/29,0.05 ,0.40 ,0.08 ,0.03 ,0.28 ,0.41 ,0.00 ,0.74 ,0.12 ,0.24 ,0.08 ,0.02 ,0.21 ,0.15 ,0.78 ,0.26 ,0.13 ,0.07 ,0.02 ,0.00 ,0.28 ,0.25 ,0.88 ,0.20 ,0.06 
2/5,0.11 ,0.53 ,0.12 ,0.10 ,0.39 ,0.21 ,0.17 ,0.57 ,0.10 ,0.34 ,0.02 ,0.07 ,0.12 ,0.23 ,0.62 ,0.61 ,0.07 ,0.11 ,0.12 ,0.00 ,0.28 ,0.34 ,0.85 ,0.47 ,0.37 
2/19,0.06 ,0.81 ,0.30 ,0.11 ,0.40 ,0.36 ,0.54 ,0.90 ,0.31 ,0.79 ,0.37 ,0.33 ,0.38 ,0.24 ,0.91 ,0.92 ,0.15 ,0.09 ,0.04 ,0.06 ,0.33 ,0.51 ,0.60 ,0.33 ,0.31 
2/26,0.28 ,0.54 ,0.06 ,0.27 ,0.43 ,0.07 ,0.34 ,0.79 ,0.32 ,0.63 ,0.19 ,0.22 ,0.11 ,0.23 ,0.28 ,0.46 ,0.16 ,0.16 ,0.21 ,0.16 ,0.49 ,0.38 ,0.44 ,0.13 ,0.30 
3/5,0.10 ,0.32 ,0.21 ,0.14 ,0.24 ,0.36 ,0.36 ,0.45 ,0.25 ,0.34 ,0.09 ,0.17 ,0.28 ,0.29 ,0.52 ,0.42 ,0.22 ,0.24 ,0.05 ,0.10 ,0.21 ,0.38 ,0.41 ,0.17 ,0.33 
3/12,0.04 ,0.26 ,0.20 ,0.04 ,0.31 ,0.26 ,0.11 ,0.31 ,0.30 ,0.26 ,0.10 ,0.36 ,0.25 ,0.18 ,0.46 ,0.37 ,0.20 ,0.15 ,0.15 ,0.00 ,0.36 ,0.17 ,0.23 ,0.12 ,0.22 
3/19,0.09 ,0.21 ,0.08 ,0.26 ,0.35 ,0.07 ,0.24 ,0.21 ,0.30 ,0.42 ,0.23 ,0.00 ,0.05 ,0.22 ,0.35 ,0.28 ,0.17 ,0.30 ,0.17 ,0.00 ,0.12 ,0.18 ,0.37 ,0.09 ,0.38 
3/26,0.15 ,0.18 ,0.17 ,0.05 ,0.08 ,0.37 ,0.11 ,0.11 ,0.22 ,0.43 ,0.03 ,0.00 ,0.19 ,0.05 ,0.30 ,0.23 ,0.13 ,0.10 ,0.17 ,0.12 ,0.25 ,0.17 ,0.36 ,0.08 ,0.25 
4/2,0.01 ,0.11 ,0.07 ,0.23 ,0.25 ,0.10 ,0.09 ,0.09 ,0.12 ,0.06 ,0.13 ,0.18 ,0.17 ,0.15 ,0.30 ,0.16 ,0.17 ,0.23 ,0.22 ,0.03 ,0.16 ,0.17 ,0.21 ,0.05 ,0.22 
4/9,0.07 ,0.10 ,0.06 ,0.07 ,0.15 ,0.19 ,0.27 ,0.13 ,0.14 ,0.16 ,0.18 ,0.36 ,0.07 ,0.03 ,0.18 ,0.10 ,0.04 ,0.08 ,0.03 ,0.00 ,0.23 ,0.01 ,0.08 ,0.06 ,0.30 
4/16,0.09 ,0.08 ,0.11 ,0.04 ,0.18 ,0.20 ,0.17 ,0.12 ,0.14 ,0.02 ,0.15 ,0.06 ,0.07 ,0.14 ,0.14 ,0.09 ,0.19 ,0.03 ,0.11 ,0.05 ,0.36 ,0.04 ,0.05 ,0.10 ,0.26 
4/23,0.14 ,0.05 ,0.07 ,0.21 ,0.14 ,0.18 ,0.01 ,0.05 ,0.19 ,0.20 ,0.10 ,0.05 ,0.07 ,0.10 ,0.12 ,0.08 ,0.15 ,0.12 ,0.04 ,0.00 ,0.18 ,0.11 ,0.08 ,0.06 ,0.24 
4/30,0.03 ,0.02 ,0.05 ,0.15 ,0.06 ,0.14 ,0.17 ,0.04 ,0.14 ,0.09 ,0.09 ,0.11 ,0.07 ,0.02 ,0.16 ,0.16 ,0.07 ,0.22 ,0.10 ,0.02 ,0.24 ,0.01 ,0.07 ,0.07 ,0.24 
5/7,0.01 ,0.05 ,0.05 ,0.24 ,0.03 ,0.14 ,0.20 ,0.04 ,0.18 ,0.20 ,0.12 ,0.19 ,0.10 ,0.06 ,0.14 ,0.01 ,0.04 ,0.02 ,0.01 ,0.06 ,0.19 ,0.00 ,0.09 ,0.07 ,0.20 
5/14,0.07 ,0.04 ,0.03 ,0.27 ,0.03 ,0.04 ,0.22 ,0.07 ,0.06 ,0.17 ,0.19 ,0.03 ,0.04 ,0.02 ,0.14 ,0.05 ,0.11 ,0.09 ,0.09 ,0.07 ,0.20 ,0.07 ,0.04 ,0.06 ,0.10 
5/21,0.06 ,-0.03 ,0.05 ,0.07 ,0.18 ,0.13 ,0.09 ,0.12 ,0.11 ,0.08 ,0.09 ,0.00 ,0.11 ,0.02 ,0.10 ,0.05 ,0.04 ,0.13 ,0.08 ,0.15 ,0.23 ,0.02 ,0.06 ,0.14 ,0.16 
5/28,0.19 ,0.01 ,0.04 ,0.14 ,0.06 ,0.15 ,0.28 ,0.03 ,0.18 ,0.13 ,0.26 ,0.11 ,0.22 ,0.00 ,0.03 ,0.16 ,0.13 ,0.25 ,0.19 ,0.15 ,0.27 ,-0.02 ,0.06 ,0.09 ,0.30 
6/4,0.20 ,0.03 ,0.03 ,0.03 ,0.09 ,0.23 ,0.30 ,0.04 ,0.14 ,0.09 ,0.09 ,0.34 ,0.13 ,0.00 ,0.11 ,0.16 ,0.12 ,0.26 ,0.25 ,0.11 ,0.26 ,-0.02 ,0.00 ,-0.03 ,0.23 
6/11,0.05 ,-0.01 ,-0.01 ,0.02 ,0.25 ,0.11 ,0.17 ,0.07 ,0.14 ,0.15 ,0.24 ,0.00 ,0.04 ,0.03 ,0.04 ,0.12 ,0.05 ,0.22 ,0.21 ,0.02 ,0.17 ,0.00 ,-0.01 ,0.01 ,0.18 
6/18,0.01 ,0.06 ,0.05 ,0.03 ,0.02 ,0.15 ,0.20 ,0.01 ,0.08 ,0.16 ,0.10 ,0.19 ,0.06 ,0.13 ,0.05 ,0.17 ,0.13 ,0.12 ,0.17 ,0.07 ,0.19 ,-0.02 ,0.00 ,0.07 ,0.17 
6/25,0.06 ,0.06 ,0.05 ,0.04 ,0.14 ,0.18 ,0.11 ,0.07 ,0.16 ,0.13 ,0.06 ,0.00 ,0.06 ,0.11 ,0.06 ,0.01 ,0.15 ,0.21 ,0.14 ,0.09 ,0.15 ,0.00 ,-0.02 ,0.06 ,0.12 
7/2,0.10 ,0.02 ,0.07 ,0.13 ,0.20 ,0.19 ,0.24 ,0.08 ,0.21 ,0.06 ,0.18 ,0.11 ,0.07 ,0.10 ,0.00 ,0.09 ,0.15 ,0.18 ,0.25 ,0.03 ,0.25 ,0.00 ,-0.03 ,0.00 ,0.23 
7/9,0.00 ,0.07 ,0.17 ,0.01 ,0.13 ,0.16 ,0.09 ,0.06 ,0.25 ,0.27 ,0.23 ,0.02 ,0.05 ,0.24 ,0.08 ,0.15 ,0.08 ,0.26 ,0.27 ,0.12 ,0.25 ,0.01 ,-0.02 ,0.16 ,0.26 
7/16,0.01 ,0.12 ,0.05 ,0.16 ,0.18 ,0.31 ,0.22 ,0.00 ,0.21 ,0.15 ,0.03 ,0.06 ,0.35 ,0.07 ,0.04 ,0.11 ,0.17 ,0.30 ,0.22 ,0.06 ,0.18 ,0.01 ,0.01 ,0.19 ,0.31 
7/23,0.13 ,0.07 ,0.21 ,0.11 ,0.17 ,0.26 ,0.15 ,0.16 ,0.17 ,0.34 ,0.28 ,0.00 ,0.07 ,0.00 ,0.28 ,0.14 ,0.28 ,0.29 ,0.23 ,0.03 ,0.33 ,0.11 ,0.10 ,0.29 ,0.41 
7/30,0.05 ,0.10 ,0.23 ,0.08 ,0.07 ,0.43 ,0.33 ,0.13 ,0.31 ,0.44 ,0.34 ,0.00 ,0.01 ,0.08 ,0.15 ,0.17 ,0.26 ,0.68 ,0.31 ,0.06 ,0.36 ,0.13 ,0.15 ,0.27 ,0.51 
8/6,0.09 ,0.10 ,0.25 ,0.45 ,0.22 ,0.50 ,0.28 ,0.06 ,0.22 ,0.30 ,0.25 ,0.10 ,0.25 ,0.05 ,0.22 ,0.25 ,0.26 ,0.31 ,0.33 ,0.29 ,0.29 ,0.23 ,0.22 ,0.52 ,0.57 
8/13,0.18 ,0.11 ,0.33 ,0.51 ,0.20 ,0.46 ,0.51 ,0.21 ,0.44 ,0.48 ,0.65 ,0.23 ,0.43 ,0.27 ,0.65 ,0.38 ,0.70 ,0.67 ,0.48 ,0.49 ,0.72 ,0.57 ,0.28 ,0.60 ,0.22 
8/20,0.87 ,0.40 ,0.60 ,0.59 ,0.96 ,0.67 ,0.31 ,0.40 ,0.60 ,1.72 ,0.73 ,0.93 ,0.27 ,0.60 ,0.66 ,0.65 ,0.78 ,0.76 ,1.05 ,0.47 ,0.73 ,1.08 ,0.29 ,0.82 ,1.36 
8/27,1.21 ,0.97 ,0.95 ,1.19 ,1.18 ,1.12 ,0.80 ,0.96 ,1.08 ,1.21 ,0.75 ,0.44 ,0.90 ,0.65 ,0.88 ,0.99 ,0.83 ,0.79 ,0.59 ,0.58 ,1.14 ,0.67 ,0.74 ,1.37 ,0.66 
9/3,1.55 ,0.36 ,1.10 ,1.01 ,0.93 ,0.58 ,0.83 ,0.62 ,0.94 ,0.52 ,0.43 ,0.22 ,0.66 ,0.65 ,0.79 ,0.41 ,1.16 ,0.82 ,1.37 ,0.78 ,1.21 ,1.29 ,0.80 ,1.55 ,1.35 
9/10,1.79 ,1.12 ,1.78 ,1.61 ,1.24 ,1.16 ,0.79 ,1.44 ,0.99 ,0.46 ,0.58 ,0.48 ,0.34 ,0.79 ,0.73 ,1.11 ,0.98 ,1.19 ,1.79 ,1.49 ,1.26 ,1.07 ,1.17 ,1.54 ,1.03 
9/17,0.95 ,0.76 ,1.10 ,0.98 ,0.77 ,0.50 ,0.74 ,0.73 ,0.79 ,0.23 ,0.76 ,0.69 ,0.71 ,0.44 ,0.22 ,0.45 ,0.88 ,0.58 ,0.71 ,1.00 ,0.64 ,0.54 ,0.51 ,0.97 ,0.71 
10/1,0.51 ,0.30 ,0.51 ,0.55 ,0.28 ,0.48 ,0.54 ,0.36 ,0.75 ,0.35 ,0.65 ,0.06 ,0.41 ,0.49 ,0.26 ,0.62 ,0.56 ,0.70 ,0.77 ,0.58 ,0.50 ,0.29 ,0.60 ,0.45 ,0.43 
10/8,0.37 ,0.17 ,0.48 ,0.42 ,0.56 ,0.28 ,0.54 ,0.13 ,0.26 ,0.33 ,0.44 ,0.27 ,0.19 ,0.38 ,0.16 ,0.55 ,0.40 ,0.51 ,0.45 ,0.29 ,0.41 ,0.38 ,0.42 ,0.38 ,0.37 
10/15,0.27 ,0.32 ,0.30 ,0.31 ,0.48 ,0.48 ,0.28 ,0.23 ,0.42 ,0.20 ,0.38 ,0.24 ,0.30 ,0.30 ,0.09 ,0.17 ,0.13 ,0.30 ,0.28 ,0.30 ,0.22 ,0.16 ,0.18 ,0.32 ,0.36 
10/22,0.02 ,0.08 ,0.23 ,0.27 ,0.09 ,0.09 ,0.14 ,0.19 ,0.18 ,0.18 ,0.27 ,0.27 ,0.08 ,0.04 ,0.06 ,0.05 ,0.07 ,0.13 ,0.22 ,0.17 ,0.13 ,0.00 ,0.04 ,0.16 ,0.21 
10/29,0.12 ,0.05 ,0.15 ,0.23 ,0.26 ,0.10 ,0.13 ,0.10 ,0.09 ,0.07 ,0.12 ,0.06 ,0.10 ,0.09 ,0.01 ,0.10 ,0.05 ,0.13 ,0.04 ,0.19 ,0.18 ,0.02 ,0.02 ,0.15 ,0.20 
11/5,0.15 ,0.13 ,0.12 ,0.21 ,0.17 ,0.00 ,0.08 ,0.10 ,0.07 ,0.07 ,0.07 ,0.10 ,0.09 ,0.11 ,0.02 ,0.18 ,0.11 ,0.06 ,0.14 ,0.11 ,0.16 ,0.00 ,0.02 ,0.04 ,0.13 
11/12,0.13 ,0.03 ,0.13 ,0.08 ,0.05 ,0.05 ,0.10 ,0.02 ,0.13 ,0.04 ,0.12 ,0.19 ,0.08 ,0.10 ,0.01 ,0.02 ,0.11 ,0.05 ,0.08 ,0.11 ,0.07 ,0.00 ,0.00 ,0.11 ,0.12 
11/19,0.00 ,0.02 ,0.05 ,0.06 ,0.07 ,0.09 ,0.06 ,0.05 ,0.09 ,0.05 ,0.10 ,0.14 ,0.00 ,0.17 ,-0.01 ,0.04 ,0.04 ,0.08 ,0.06 ,0.00 ,0.11 ,0.00 ,0.00 ,0.05 ,0.13 
11/26,0.00 ,0.00 ,0.06 ,0.10 ,0.04 ,0.03 ,0.04 ,0.08 ,0.06 ,0.00 ,0.05 ,0.02 ,0.00 ,0.00 ,-0.04 ,0.00 ,0.02 ,0.05 ,0.07 ,0.00 ,0.16 ,0.00 ,-0.04 ,0.01 ,0.09 
12/3,0.00 ,0.02 ,0.01 ,0.13 ,0.00 ,0.02 ,0.05 ,0.09 ,0.04 ,0.00 ,0.05 ,0.09 ,0.03 ,0.05 ,-0.07 ,0.00 ,0.00 ,0.03 ,0.05 ,0.02 ,0.10 ,-0.05 ,-0.01 ,0.03 ,0.10 
12/10,0.04 ,0.00 ,0.05 ,-0.04 ,0.02 ,-0.01 ,0.04 ,0.01 ,0.02 ,0.00 ,0.00 ,0.04 ,0.09 ,0.00 ,-0.02 ,0.00 ,0.00 ,0.00 ,0.00 ,0.02 ,0.05 ,-0.02 ,-0.04 ,-0.02 ,0.05 
12/17,0.00 ,0.03 ,0.03 ,0.00 ,0.00 ,0.00 ,0.04 ,0.00 ,0.03 ,0.02 ,0.02 ,0.04 ,0.00 ,0.03 ,-0.04 ,0.00 ,0.02 ,0.01 ,0.00 ,0.00 ,0.01 ,-0.02 ,-0.02 ,-0.01 ,0.02 
12/24,0.03 ,0.03 ,0.02 ,0.04 ,0.00 ,-0.01 ,0.03 ,0.00 ,0.00 ,0.04 ,0.04 ,0.04 ,0.00 ,0.07 ,-0.10 ,-0.01 ,0.06 ,0.00 ,0.03 ,0.00 ,0.00 ,0.00 ,-0.21 ,-0.01 ,0.02 
12/31,0.00 ,0.02 ,-0.01 ,0.03 ,0.00 ,-0.02 ,0.00 ,0.01 ,0.00 ,-0.07 ,0.00 ,0.00 ,0.00 ,0.02 ,-0.01 ,0.00 ,0.02 ,0.00 ,0.03 ,0.00 ,0.02 ,0.00 ,0.00 ,0.00 ,0.01 
19/1/7,0.01 ,-0.03 ,0.00 ,0.07 ,-0.01 ,-0.01 ,0.04 ,0.00 ,-0.01 ,0.00 ,-0.02 ,0.00 ,0.00 ,0.00 ,-0.10 ,0.00 ,0.00 ,0.01 ,0.00 ,0.00 ,0.02 ,0.00 ,-0.08 ,-0.03 ,0.00 
1/14,0.00 ,0.02 ,-0.01 ,0.03 ,0.00 ,-0.02 ,0.00 ,0.01 ,0.00 ,-0.07 ,0.00 ,0.00 ,0.00 ,0.02 ,-0.01 ,0.00 ,0.02 ,0.00 ,0.03 ,0.00 ,0.02 ,0.00 ,0.00 ,0.00 ,0.01 
1/21,0.01 ,-0.03 ,0.00 ,0.07 ,-0.01 ,-0.01 ,0.04 ,0.00 ,-0.01 ,0.00 ,-0.02 ,0.00 ,0.00 ,0.00 ,-0.10 ,0.00 ,0.00 ,0.01 ,0.00 ,0.00 ,0.02 ,0.00 ,-0.08 ,-0.03 ,0.00 
1/28,0.06 ,0.00 ,-0.02 ,0.06 ,0.00 ,0.01 ,0.00 ,0.00 ,-0.02 ,0.00 ,0.00 ,0.02 ,0.00 ,0.01 ,-0.18 ,-0.07 ,0.00 ,0.00 ,0.01 ,0.00 ,0.03 ,-0.01 ,-0.01 ,-0.04 ,0.07 
2/11,0.01 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,-0.04 ,0.00 ,0.00 ,0.01 ,0.00 ,0.07 ,-0.17 ,-0.02 ,0.00 ,0.00 ,0.05 ,0.00 ,0.06 ,-0.03 ,-0.08 ,-0.02 ,0.02 
2/18,0.02 ,0.00 ,-0.04 ,0.00 ,-0.02 ,-0.06 ,0.00 ,0.00 ,-0.08 ,0.00 ,-0.02 ,0.00 ,0.00 ,0.00 ,-0.12 ,-0.03 ,-0.03 ,0.00 ,0.03 ,0.00 ,-0.02 ,-0.05 ,-0.10 ,0.00 ,-0.05 
2/25,-0.01 ,0.00 ,0.00 ,-0.01 ,0.00 ,-0.05 ,0.03 ,-0.01 ,-0.02 ,-0.03 ,0.00 ,0.00 ,-0.13 ,0.00 ,-0.17 ,-0.15 ,0.00 ,-0.02 ,0.02 ,0.00 ,0.00 ,-0.05 ,-0.15 ,-0.03 ,-0.08 
3/4,0.00 ,0.00 ,0.00 ,0.00 ,-0.07 ,-0.02 ,0.00 ,0.00 ,-0.01 ,-0.04 ,0.00 ,0.00 ,-0.03 ,0.00 ,-0.22 ,-0.12 ,0.00 ,-0.09 ,0.00 ,0.00 ,-0.02 ,-0.04 ,-0.10 ,-0.03 ,0.00 
3/11,-0.05 ,-0.01 ,0.00 ,-0.02 ,0.00 ,-0.01 ,0.01 ,-0.01 ,-0.06 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,-0.31 ,-0.07 ,-0.03 ,-0.01 ,0.02 ,0.01 ,0.00 ,-0.09 ,-0.08 ,-0.05 ,-0.05 
3/18,0.03 ,-0.02 ,0.00 ,0.00 ,0.00 ,-0.03 ,0.00 ,-0.03 ,-0.20 ,0.01 ,0.00 ,0.00 ,0.00 ,-0.02 ,-0.04 ,-0.10 ,-0.04 ,-0.01 ,0.00 ,0.00 ,0.00 ,-0.11 ,-0.07 ,-0.03 ,-0.02 